month,coin_name,symbol,open,high,low,close,volume,market_cap,monthly_return,log_return,cumulative_return,ma_20,ma_50,ma_200,rsi_14,macd,macd_signal,volatility_30d,max_drawdown,ath_price,atl_price,drawdown_from_ath,news_sentiment,news_count,news_impact_score,signal
2023-07,Dash,DASH,48196.46,51692.07,41749.53,45058.79,28604835221,1.74,-0.0651,-0.0673,0.2929,42805.85,40552.91,38299.97,31,-3.723,2.919,0.24,-0.678,48661.23,26851.48,0.074,Positive,14,-0.039,Loss
2023-08,Dash,DASH,45058.79,53354.07,41275.88,49316.01,25990715378,9.10,0.0945,0.0903,0.3874,46850.21,44384.41,41918.61,43,2.765,1.584,0.78,-0.837,49316.01,26851.48,0,Positive,9,0.059,Profit
2023-09,Dash,DASH,49316.01,53580.84,44906.91,47447.2,18991020758,1.20,-0.0379,-0.0386,0.3495,45074.84,42702.48,40330.12,31,-0.712,3.766,0.38,-0.767,49316.01,26851.48,0.038,Positive,18,0.001,Loss
2023-10,Dash,DASH,47447.2,63158.09,45462.95,61407.16,20332107087,3.24,0.2942,0.2579,0.6437,58336.8,55266.45,52196.09,51,-1.65,0.066,0.33,-1.287,61407.16,26851.48,0,Negative,18,-0.062,Profit
2023-11,Dash,DASH,61407.16,62800.23,58437.6,61450.6,7154716945,4.24,0.0007,0.0007,0.6444,58378.07,55305.54,52233.01,53,1.353,2.043,0.47,-1.289,61450.6,26851.48,0,Positive,24,-0.01,Profit
2023-12,Dash,DASH,61450.6,65658.54,54093.91,56436.39,41275731677,9.20,-0.0816,-0.0851,0.5628,53614.57,50792.75,47970.93,58,0.965,1.927,0.59,-1.102,61450.6,26851.48,0.082,Positive,12,-0.065,Loss
2024-01,Dash,DASH,56436.39,59591,52641.55,57986.87,20756533211,1.14,0.0275,0.0271,0.5903,55087.53,52188.18,49288.84,35,-1.566,0.331,0.54,-1.16,61450.6,26851.48,0.056,Positive,22,-0.024,Profit
2024-02,Dash,DASH,57986.87,67799.13,53057.15,61892.88,10900483012,1.04,0.0674,0.0652,0.6576,58798.23,55703.59,52608.94,56,-4.907,-2.725,0.31,-1.305,61892.88,26851.48,0,Positive,14,0.067,Profit
2024-03,Dash,DASH,61892.88,64250.16,59870.41,61177.55,29875405097,4.27,-0.0116,-0.0116,0.6461,58118.67,55059.8,52000.92,55,-3.777,3.911,0.34,-1.278,61892.88,26851.48,0.012,Positive,23,0.066,Loss
2024-04,Dash,DASH,61177.55,66383.64,56049.85,62257.93,9826511413,1.16,0.0177,0.0175,0.6637,59145.03,56032.13,52919.24,49,-0.871,0.243,0.42,-1.319,62257.93,26851.48,0,Positive,16,0.032,Profit
2024-05,Dash,DASH,62257.93,67233.82,55178.12,59657.56,20543688126,1.05,-0.0418,-0.0427,0.622,56674.68,53691.8,50708.92,62,2.051,0.302,0.54,-1.222,62257.93,26851.48,0.042,Negative,16,0.061,Loss
2024-06,Dash,DASH,59657.56,78492.62,54490.65,75192.96,2592343458,5.20,0.2604,0.2314,0.8824,71433.31,67673.66,63914.02,38,2.102,-3.231,0.65,-1.8,75192.96,26851.48,0,Negative,12,0.008,Profit
2024-07,Dash,DASH,75192.96,118701.38,72076.67,114910.33,8705483826,4.07,0.5282,0.4241,1.4106,109164.81,103419.3,97673.78,42,-1.641,-1.027,0.43,-3.279,114910.33,26851.48,0,Positive,22,0.053,Profit
2024-08,Dash,DASH,114910.33,154037.41,106068.91,142210.38,9046005858,2.48,0.2376,0.2132,1.6481,135099.87,127989.35,120878.83,31,3.575,1.101,0.68,-4.296,142210.38,26851.48,0,Positive,28,-0.075,Profit
2024-09,Dash,DASH,142210.38,173909.94,134476.96,163735.82,19638006369,2.46,0.1514,0.1409,1.7995,155549.03,147362.24,139175.45,39,3.407,1.086,0.22,-5.098,163735.82,26851.48,0,Positive,10,-0.024,Profit
2024-10,Dash,DASH,163735.82,192578.8,148767.15,183281.76,2686625771,1.86,0.1194,0.1128,1.9189,174117.67,164953.58,155789.49,54,-4.02,0.704,0.74,-5.826,183281.76,26851.48,0,Positive,6,-0.075,Profit
2024-11,Dash,DASH,183281.76,218688.96,176659.82,203965.87,8112745729,3.39,0.1129,0.1069,2.0317,193767.57,183569.28,173370.99,50,-0.76,0.915,0.31,-6.596,203965.87,26851.48,0,Negative,22,0.045,Profit
2024-12,Dash,DASH,203965.87,225919.29,194133.52,206407,1145774085,3.98,0.012,0.0119,2.0437,196086.65,185766.3,175445.95,32,-4.105,-2.142,0.78,-6.687,206407,26851.48,0,Positive,20,0.032,Profit
2022-01,Zcash,ZEC,29667.94,31343.43,25810.55,28372.07,49113552691,3.14,-0.0437,-0.0447,-0.0437,26953.47,25534.87,24116.26,43,-0.366,-0.126,0.77,0,29667.94,28372.07,0.044,Negative,14,-0.062,Loss
2022-02,Zcash,ZEC,28372.07,37782.52,26743.15,35003.98,11583587091,4.62,0.2337,0.2101,0.1901,33253.78,31503.58,29753.38,50,2.36,-3.329,0.32,-0.234,35003.98,28372.07,0,Positive,22,0.027,Profit
2022-03,Zcash,ZEC,35003.98,36641.93,32742.94,35738.97,19345593807,2.40,0.021,0.0208,0.2111,33952.02,32165.08,30378.13,46,1.306,1.204,0.33,-0.26,35738.97,28372.07,0,Positive,22,-0.063,Profit
2022-04,Zcash,ZEC,35738.97,37241.57,29590.32,32182.65,12318179779,6.16,-0.0995,-0.1048,0.1116,30573.52,28964.38,27355.25,54,2.167,2.61,0.47,-0.134,35738.97,28372.07,0.1,Negative,18,0.06,Loss
2022-05,Zcash,ZEC,32182.65,33700.81,24670.03,25284.29,11839029755,3.06,-0.2144,-0.2412,-0.1028,24020.08,22755.86,21491.65,49,-3.196,-0.03,0.26,0,35738.97,25284.29,0.293,Positive,19,0.015,Loss
2022-06,Zcash,ZEC,25284.29,27456.18,23397.81,26573.01,46456550358,4.93,0.051,0.0497,-0.0518,25244.36,23915.71,22587.06,36,-0.551,-0.176,0.41,-0.051,35738.97,25284.29,0.256,Positive,11,0.072,Profit
2022-07,Zcash,ZEC,26573.01,31919.72,24308.45,31169.97,45816080267,4.67,0.173,0.1596,0.1212,29611.47,28052.97,26494.48,48,0.674,1.198,0.46,-0.233,35738.97,25284.29,0.128,Positive,23,-0.062,Profit
2022-08,Zcash,ZEC,31169.97,33122.27,26776.35,28270.11,39101420219,3.55,-0.093,-0.0977,0.0281,26856.61,25443.1,24029.59,45,-3.311,1.302,0.52,-0.118,35738.97,25284.29,0.209,Positive,7,0.059,Loss
2022-09,Zcash,ZEC,28270.11,30998.52,23509.48,25376.58,42296745107,3.37,-0.1024,-0.108,-0.0742,24107.75,22838.92,21570.09,67,-1.475,2.592,0.26,-0.004,35738.97,25284.29,0.29,Positive,10,-0.06,Loss
2022-10,Zcash,ZEC,25376.58,26876.74,23364.28,26014.81,9908060205,1.50,0.0252,0.0248,-0.0491,24714.07,23413.33,22112.59,55,4.542,-2.055,0.31,-0.029,35738.97,25284.29,0.272,Negative,11,0.057,Profit
2022-11,Zcash,ZEC,26014.81,27328.74,23967.94,24735.69,19446249887,1.67,-0.0492,-0.0504,-0.0982,23498.91,22262.12,21025.34,48,1.252,2.669,0.65,0,35738.97,24735.69,0.308,Positive,16,-0.035,Loss
2022-12,Zcash,ZEC,24735.69,29836.32,23193.3,28975.22,17560560973,3.25,0.1714,0.1582,0.0732,27526.46,26077.7,24628.94,36,-2.781,-2.57,0.41,-0.171,35738.97,24735.69,0.189,Positive,19,0.023,Profit
2023-01,Zcash,ZEC,28975.22,30460.4,25807.65,26888.94,11429149127,4.87,-0.072,-0.0747,0.0012,25544.49,24200.05,22855.6,31,-3.147,1.61,0.75,-0.087,35738.97,24735.69,0.248,Negative,24,0.061,Loss
2023-02,Zcash,ZEC,26888.94,30921.45,24323.03,28216.28,10227185125,3.48,0.0494,0.0482,0.0505,26805.46,25394.65,23983.84,35,4.194,-3.864,0.66,-0.141,35738.97,24735.69,0.21,Positive,28,-0.013,Profit
2023-03,Zcash,ZEC,28216.28,31020.53,23242.22,24254.54,16763398115,3.29,-0.1404,-0.1513,-0.0899,23041.82,21829.09,20616.36,61,4.077,0.913,0.65,0,35738.97,24254.54,0.321,Positive,18,0.063,Loss
2023-04,Zcash,ZEC,24254.54,26210.58,22714.26,25508.35,46045674965,4.64,0.0517,0.0504,-0.0382,24232.94,22957.52,21682.1,43,2.98,-2.59,0.37,-0.052,35738.97,24254.54,0.286,Negative,19,-0.04,Profit
2023-05,Zcash,ZEC,25508.35,29317,24062.07,26936.08,1511883783,5.30,0.056,0.0545,0.0178,25589.28,24242.47,22895.67,39,2.663,3.691,0.59,-0.111,35738.97,24254.54,0.246,Positive,11,-0.03,Profit
2023-06,Zcash,ZEC,26936.08,28402.15,25071.92,26975.84,18299121454,3.93,0.0015,0.0015,0.0193,25627.04,24278.25,22929.46,33,3.098,1.547,0.29,-0.112,35738.97,24254.54,0.245,Negative,10,-0.012,Profit
2023-07,Zcash,ZEC,26975.84,29662.73,20764.45,22655.4,14740489429,1.14,-0.1602,-0.1745,-0.1409,21522.63,20389.86,19257.09,30,4.905,-2.923,0.2,0,35738.97,22655.4,0.366,Positive,26,0.049,Loss
2023-08,Zcash,ZEC,22655.4,24665.08,17321.99,19030.69,44618119482,3.75,-0.16,-0.1743,-0.3009,18079.16,17127.62,16176.09,50,-4.14,1.427,0.46,0,35738.97,19030.69,0.468,Positive,24,0.05,Loss
2023-09,Zcash,ZEC,19030.69,20160.06,17721.97,19689.2,27237894381,3.59,0.0346,0.034,-0.2663,18704.74,17720.28,16735.82,69,3.468,3.218,0.27,-0.035,35738.97,19030.69,0.449,Positive,18,0.054,Profit
2023-10,Zcash,ZEC,19689.2,21306.77,18351.89,19402.4,23267315762,1.75,-0.0146,-0.0147,-0.2809,18432.28,17462.16,16492.04,66,-4.538,-2.806,0.26,-0.02,35738.97,19030.69,0.457,Positive,8,0.016,Loss
2023-11,Zcash,ZEC,19402.4,20142.83,18791.28,19579.24,42989852110,9.40,0.0091,0.0091,-0.2717,18600.27,17621.31,16642.35,51,-4.208,2.916,0.75,-0.029,35738.97,19030.69,0.452,Positive,14,0.066,Profit
2023-12,Zcash,ZEC,19579.24,20752.35,16316.73,16824.97,41587034125,2.83,-0.1407,-0.1516,-0.4124,15983.72,15142.47,14301.22,54,2.696,-0.495,0.37,0,35738.97,16824.97,0.529,Positive,25,0,Loss
2024-01,Zcash,ZEC,16824.97,19554.08,15174.61,18105.16,15452642673,1.78,0.0761,0.0733,-0.3363,17199.9,16294.64,15389.38,68,1.205,1.097,0.28,-0.076,35738.97,16824.97,0.493,Positive,8,0.051,Profit
2024-02,Zcash,ZEC,18105.16,19604.36,12519.41,13818.27,36454533404,1.13,-0.2368,-0.2702,-0.5731,13127.35,12436.44,11745.53,34,-1.434,1.042,0.77,0,35738.97,13818.27,0.613,Positive,15,0.028,Loss
2024-03,Zcash,ZEC,13818.27,14743.51,11015.66,12029.78,6365747162,1.36,-0.1294,-0.1386,-0.7025,11428.29,10826.81,10225.32,32,3.728,-1.615,0.21,0,35738.97,12029.78,0.663,Negative,16,0.008,Loss
2024-04,Zcash,ZEC,12029.78,12275.11,9420.06,9881.16,45552048418,1.27,-0.1786,-0.1968,-0.8811,9387.11,8893.05,8398.99,43,3.516,0.711,0.42,0,35738.97,9881.16,0.724,Positive,20,0.031,Loss
2024-05,Zcash,ZEC,9881.16,10829.15,8955.64,9586.51,2892076066,1.83,-0.0298,-0.0303,-0.911,9107.18,8627.86,8148.53,46,-4.841,-3.32,0.77,0,35738.97,9586.51,0.732,Positive,18,-0.006,Loss
2024-06,Zcash,ZEC,9586.51,13740.12,8655.29,12906.85,34039700040,7.28,0.3464,0.2974,-0.5646,12261.51,11616.17,10970.83,42,2.187,2.79,0.29,-0.346,35738.97,9586.51,0.639,Negative,16,-0.005,Profit
2024-07,Zcash,ZEC,12906.85,14293.28,12489.52,13870.84,9329544029,2.53,0.0747,0.072,-0.4899,13177.3,12483.76,11790.21,63,4.331,1.405,0.77,-0.447,35738.97,9586.51,0.612,Positive,6,0.061,Profit
2024-08,Zcash,ZEC,13870.84,14553.5,9811.38,10776.61,28767500615,5.52,-0.2231,-0.2524,-0.713,10237.78,9698.95,9160.12,41,-1.677,3.022,0.28,-0.124,35738.97,9586.51,0.698,Positive,31,0.032,Loss
2024-09,Zcash,ZEC,10776.61,11499.73,9500.41,10152.68,8664177213,1.13,-0.0579,-0.0596,-0.7709,9645.05,9137.42,8629.78,49,0.821,2.626,0.43,-0.059,35738.97,9586.51,0.716,Positive,8,0.046,Loss
2024-10,Zcash,ZEC,10152.68,11074.2,9208.68,9594.14,15598138626,5.87,-0.055,-0.0566,-0.8259,9114.43,8634.72,8155.02,67,0.946,-3.718,0.77,-0.001,35738.97,9586.51,0.732,Positive,21,-0.042,Loss
2024-11,Zcash,ZEC,9594.14,10058.03,8633.43,9383.43,34950282166,5.50,-0.022,-0.0222,-0.8479,8914.26,8445.08,7975.91,45,3.62,3.599,0.76,0,35738.97,9383.43,0.737,Negative,26,0.003,Loss
2024-12,Zcash,ZEC,9383.43,11563.72,9182.6,10616.82,11909357740,6.47,0.1314,0.1235,-0.7164,10085.98,9555.14,9024.3,45,3.59,-2.905,0.71,-0.131,35738.97,9383.43,0.703,Positive,29,0.018,Profit
2022-01,Maker,MKR,33521.9,39600.67,30830.78,36285.75,48406393686,3.50,0.0824,0.0792,0.0824,34471.46,32657.17,30842.88,55,-1.787,1.797,0.64,-0.082,36285.75,33521.9,0,Negative,26,0.063,Profit
2022-02,Maker,MKR,36285.75,39785.9,32783.48,37409.81,32193799995,3.57,0.031,0.0305,0.1134,35539.32,33668.83,31798.34,33,-0.089,-2.281,0.5,-0.116,37409.81,33521.9,0,Positive,21,-0.028,Profit
2022-03,Maker,MKR,37409.81,38427.58,30144.21,32160.67,5327448349,3.26,-0.1403,-0.1512,-0.0269,30552.64,28944.61,27336.57,37,3.897,-2.417,0.45,0,37409.81,32160.67,0.14,Positive,23,-0.058,Loss
2022-04,Maker,MKR,32160.67,34461.85,29386.27,30390.58,6020103838,4.05,-0.055,-0.0566,-0.0819,28871.05,27351.52,25831.99,58,2.542,-2.738,0.3,0,37409.81,30390.58,0.188,Negative,15,-0.057,Loss
2022-05,Maker,MKR,30390.58,40399.54,29757.4,37920.37,33559011085,2.57,0.2478,0.2214,0.1658,36024.35,34128.33,32232.31,34,4.243,-3.597,0.35,-0.248,37920.37,30390.58,0,Negative,19,0.016,Profit
2022-06,Maker,MKR,37920.37,39579.53,32353.06,35302.49,27709708034,2.99,-0.069,-0.0715,0.0968,33537.37,31772.24,30007.12,63,-1.89,-2.886,0.24,-0.162,37920.37,30390.58,0.069,Positive,30,0.02,Loss
2022-07,Maker,MKR,35302.49,38157.84,24591.6,26202.03,37374575258,1.48,-0.2578,-0.2981,-0.161,24891.92,23581.82,22271.72,38,0.042,-1.187,0.32,0,37920.37,26202.03,0.309,Positive,18,0.077,Loss
2022-08,Maker,MKR,26202.03,27082.13,22286.4,23863.2,22500487474,2.62,-0.0893,-0.0935,-0.2502,22670.04,21476.88,20283.72,58,-0.582,-3.393,0.44,0,37920.37,23863.2,0.371,Positive,11,0.05,Loss
2022-09,Maker,MKR,23863.2,26096.62,22401.34,23979.86,44301954744,7.27,0.0049,0.0049,-0.2454,22780.87,21581.87,20382.88,36,3.421,-3.528,0.45,-0.005,37920.37,23863.2,0.368,Positive,22,-0.001,Profit
2022-10,Maker,MKR,23979.86,24643.51,20526.97,21832.58,21390744474,3.26,-0.0895,-0.0938,-0.3349,20740.95,19649.32,18557.69,63,-3.851,3.917,0.49,0,37920.37,21832.58,0.424,Positive,11,0.078,Loss
2022-11,Maker,MKR,21832.58,24942.44,20715.27,23864.76,8601327583,1.62,0.0931,0.089,-0.2418,22671.52,21478.28,20285.04,60,-4.176,1.281,0.58,-0.093,37920.37,21832.58,0.371,Positive,15,-0.033,Profit
2022-12,Maker,MKR,23864.76,25349.3,16786.7,18342.7,48598811673,1.87,-0.2314,-0.2632,-0.4732,17425.57,16508.43,15591.3,40,1.587,2.551,0.31,0,37920.37,18342.7,0.516,Positive,25,0.035,Loss
2023-01,Maker,MKR,18342.7,20958.29,17447.88,19679.01,1380368691,3.31,0.0729,0.0703,-0.4004,18695.06,17711.11,16727.16,36,1.353,2.227,0.56,-0.073,37920.37,18342.7,0.481,Positive,24,-0.063,Profit
2023-02,Maker,MKR,19679.01,21392.59,17691.45,18921.52,49817337872,1.57,-0.0385,-0.0393,-0.4388,17975.45,17029.37,16083.29,35,-0.05,-3.203,0.68,-0.032,37920.37,18342.7,0.501,Positive,21,-0.08,Loss
2023-03,Maker,MKR,18921.52,23559.79,17138.53,22561.79,19538860434,1.78,0.1924,0.176,-0.2465,21433.7,20305.61,19177.52,55,2.623,0.721,0.59,-0.23,37920.37,18342.7,0.405,Positive,10,-0.066,Profit
2023-04,Maker,MKR,22561.79,24089.11,20967.89,22873.66,27937673451,3.88,0.0138,0.0137,-0.2326,21729.98,20586.29,19442.61,53,-3.386,3.467,0.69,-0.247,37920.37,18342.7,0.397,Positive,5,0.027,Profit
2023-05,Maker,MKR,22873.66,24505.42,19567.57,20110.29,28509335424,2.28,-0.1208,-0.1288,-0.3534,19104.77,18099.26,17093.74,59,-3.053,-1.219,0.57,-0.096,37920.37,18342.7,0.47,Positive,19,0.039,Loss
2023-06,Maker,MKR,20110.29,20569.4,17392.95,18407.2,16766926541,3.54,-0.0847,-0.0885,-0.4381,17486.84,16566.48,15646.12,42,4.772,-3.729,0.79,-0.004,37920.37,18342.7,0.515,Positive,19,-0.078,Loss
2023-07,Maker,MKR,18407.2,23005.39,17082.34,21465.18,7953251741,3.37,0.1661,0.1537,-0.272,20391.92,19318.66,18245.4,59,1.846,1.83,0.38,-0.17,37920.37,18342.7,0.434,Negative,25,0.03,Profit
2023-08,Maker,MKR,21465.18,23867.85,19882.47,22663.95,46107222285,4.23,0.0558,0.0543,-0.2162,21530.75,20397.55,19264.35,42,-4.687,0.334,0.21,-0.236,37920.37,18342.7,0.402,Positive,24,0.079,Profit
2023-09,Maker,MKR,22663.95,23670.05,16990.91,18313.1,29854536606,3.34,-0.192,-0.2132,-0.4081,17397.45,16481.79,15566.14,49,0.657,0.023,0.8,0,37920.37,18313.1,0.517,Positive,19,0.054,Loss
2023-10,Maker,MKR,18313.1,19597.93,17258.37,17931.28,32060306578,2.02,-0.0208,-0.0211,-0.429,17034.72,16138.15,15241.59,38,1.104,-1.898,0.47,0,37920.37,17931.28,0.527,Positive,20,0.076,Loss
2023-11,Maker,MKR,17931.28,19050.68,15238.51,16697.65,35801347139,2.51,-0.0688,-0.0713,-0.4978,15862.76,15027.88,14193,57,-2.391,-0.473,0.2,0,37920.37,16697.65,0.56,Negative,7,0.07,Loss
2023-12,Maker,MKR,16697.65,17509.42,10728.44,11347.9,7538372028,7.00,-0.3204,-0.3862,-0.8182,10780.5,10213.11,9645.71,58,0.988,-1.968,0.64,0,37920.37,11347.9,0.701,Positive,17,0.075,Loss
2024-01,Maker,MKR,11347.9,12165.25,8756.22,9186.57,33156731525,3.65,-0.1905,-0.2113,-1.0086,8727.24,8267.91,7808.58,62,2.43,-0.233,0.33,0,37920.37,9186.57,0.758,Positive,20,0.055,Loss
2024-02,Maker,MKR,9186.57,9865.8,8877.66,9115.71,17416162275,1.07,-0.0077,-0.0077,-1.0163,8659.92,8204.13,7748.35,69,0.271,3.025,0.61,0,37920.37,9115.71,0.76,Positive,24,-0.001,Loss
2024-03,Maker,MKR,9115.71,9987.21,8832.29,9682.17,37536125473,9.64,0.0621,0.0603,-0.9542,9198.06,8713.95,8229.84,39,0.749,-0.836,0.35,-0.062,37920.37,9115.71,0.745,Positive,22,0.059,Profit
2024-04,Maker,MKR,9682.17,11345.91,9260.31,11105.05,37065945217,1.18,0.147,0.1371,-0.8072,10549.8,9994.54,9439.29,38,-4.562,-0.196,0.5,-0.218,37920.37,9115.71,0.707,Positive,15,0.039,Profit
2024-05,Maker,MKR,11105.05,12210.66,10539.61,11682.64,9386776384,9.67,0.052,0.0507,-0.7552,11098.5,10514.37,9930.24,68,0.918,3.833,0.4,-0.282,37920.37,9115.71,0.692,Positive,24,-0.06,Profit
2024-06,Maker,MKR,11682.64,12458.77,9342.57,10027.2,21410632794,1.98,-0.1417,-0.1528,-0.8969,9525.84,9024.48,8523.12,34,-1.764,0.459,0.7,-0.1,37920.37,9115.71,0.736,Positive,30,0.039,Loss
2024-07,Maker,MKR,10027.2,14113.98,9517.31,13467.92,33724180234,9.31,0.3431,0.295,-0.5538,12794.53,12121.13,11447.73,65,-1.032,2.728,0.58,-0.477,37920.37,9115.71,0.645,Positive,18,-0.047,Profit
2024-08,Maker,MKR,13467.92,16441.76,12586.28,15969.57,6890602563,9.55,0.1857,0.1704,-0.368,15171.09,14372.61,13574.13,64,2.04,0.719,0.3,-0.752,37920.37,9115.71,0.579,Positive,23,-0.034,Profit
2024-09,Maker,MKR,15969.57,17255.67,13133.18,14242.81,24702036059,2.36,-0.1081,-0.1144,-0.4762,13530.67,12818.53,12106.39,58,-0.476,-3.341,0.56,-0.562,37920.37,9115.71,0.624,Positive,16,-0.057,Loss
2024-10,Maker,MKR,14242.81,16846.57,13631.07,16227,34695950543,6.61,0.1393,0.1304,-0.3369,15415.65,14604.3,13792.95,67,-1.597,0.496,0.61,-0.78,37920.37,9115.71,0.572,Positive,11,0.036,Profit
2024-11,Maker,MKR,16227,18290.51,14679.55,16658.51,2873589701,2.08,0.0266,0.0262,-0.3103,15825.59,14992.66,14159.74,66,-2.531,-1.388,0.37,-0.827,37920.37,9115.71,0.561,Negative,16,0.06,Profit
2024-12,Maker,MKR,16658.51,18126.92,15032.06,17197.44,11092276011,2.04,0.0324,0.0318,-0.2779,16337.56,15477.69,14617.82,43,-3.787,-2.88,0.63,-0.887,37920.37,9115.71,0.546,Positive,19,-0.062,Profit
2022-01,Aave,AAVE,37580.13,40144.68,29318.39,30105.74,47827671968,4.62,-0.1989,-0.2218,-0.1989,28600.45,27095.17,25589.88,31,-0.447,2.615,0.49,0,37580.13,30105.74,0.199,Positive,26,-0.045,Loss
2022-02,Aave,AAVE,30105.74,31704.04,27904.03,29698.79,2962050903,5.36,-0.0135,-0.0136,-0.2124,28213.85,26728.91,25243.97,50,-4.162,1.578,0.31,0,37580.13,29698.79,0.21,Negative,20,0.005,Loss
2022-03,Aave,AAVE,29698.79,31883.95,27305.3,30183.43,46577356952,5.92,0.0163,0.0162,-0.1961,28674.26,27165.09,25655.92,61,-1.459,-0.065,0.25,-0.016,37580.13,29698.79,0.197,Positive,21,-0.041,Profit
2022-04,Aave,AAVE,30183.43,31665.65,28363.36,30807.63,35816824186,1.51,0.0207,0.0205,-0.1754,29267.25,27726.87,26186.48,41,-0.653,1.309,0.21,-0.037,37580.13,29698.79,0.18,Positive,9,-0.025,Profit
2022-05,Aave,AAVE,30807.63,38406.1,29816.47,35825.09,17515649324,1.31,0.1629,0.1509,-0.0125,34033.83,32242.58,30451.32,44,-4.201,-0.39,0.67,-0.206,37580.13,29698.79,0.047,Negative,13,0.014,Profit
2022-06,Aave,AAVE,35825.09,38069.52,26057.44,28799.39,41441103072,5.56,-0.1961,-0.2183,-0.2087,27359.42,25919.45,24479.48,40,1.828,-2.16,0.36,0,37580.13,28799.39,0.234,Positive,24,0.027,Loss
2022-07,Aave,AAVE,28799.39,34460.01,27364.07,32669.87,9564162025,5.99,0.1344,0.1261,-0.0743,31036.38,29402.88,27769.39,40,2.652,3.057,0.74,-0.134,37580.13,28799.39,0.131,Positive,21,0.017,Profit
2022-08,Aave,AAVE,32669.87,35523.62,24188.14,25400.68,12359822736,1.61,-0.2225,-0.2517,-0.2968,24130.65,22860.61,21590.58,65,-4.159,-1.581,0.72,0,37580.13,25400.68,0.324,Positive,7,-0.028,Loss
2022-09,Aave,AAVE,25400.68,27682.52,21804.45,23671.68,25681832067,4.19,-0.0681,-0.0705,-0.3648,22488.09,21304.51,20120.93,30,-1.876,1.192,0.23,0,37580.13,23671.68,0.37,Positive,18,0.06,Loss
2022-10,Aave,AAVE,23671.68,24298.53,18402.69,18903.72,28198024139,1.90,-0.2014,-0.2249,-0.5663,17958.53,17013.34,16068.16,46,4.763,0.679,0.51,0,37580.13,18903.72,0.497,Positive,10,-0.015,Loss
2022-11,Aave,AAVE,18903.72,24502.5,17802.68,22939.73,46784344472,7.17,0.2135,0.1935,-0.3528,21792.74,20645.75,19498.77,39,4.032,-0.8,0.38,-0.214,37580.13,18903.72,0.39,Positive,18,-0.018,Profit
2022-12,Aave,AAVE,22939.73,25077.14,17348.18,18191.65,4785473341,1.66,-0.207,-0.2319,-0.5597,17282.07,16372.49,15462.9,68,-2.059,-0.506,0.34,0,37580.13,18191.65,0.516,Positive,17,0.02,Loss
2023-01,Aave,AAVE,18191.65,26889.6,16528.85,24935.87,47081106150,2.60,0.3707,0.3153,-0.189,23689.07,22442.28,21195.49,47,-2.26,0.179,0.67,-0.371,37580.13,18191.65,0.336,Positive,21,-0.042,Profit
2023-02,Aave,AAVE,24935.87,26857.07,24102.75,26061.95,45677417741,4.51,0.0452,0.0442,-0.1438,24758.85,23455.75,22152.65,36,-2.986,1.491,0.22,-0.433,37580.13,18191.65,0.306,Positive,10,-0.071,Profit
2023-03,Aave,AAVE,26061.95,28532.31,24815.95,26503.87,25085449975,4.51,0.017,0.0168,-0.1269,25178.68,23853.48,22528.29,59,0.874,3.519,0.74,-0.457,37580.13,18191.65,0.295,Positive,27,0.013,Profit
2023-04,Aave,AAVE,26503.87,28573.9,24564.6,27131.55,49780834361,7.07,0.0237,0.0234,-0.1032,25774.97,24418.4,23061.82,64,-0.492,-2.375,0.23,-0.491,37580.13,18191.65,0.278,Positive,11,0.041,Profit
2023-05,Aave,AAVE,27131.55,37906.64,26345.83,35157.21,38667575189,1.42,0.2958,0.2591,0.1926,33399.35,31641.49,29883.63,63,-1.937,-2.587,0.32,-0.933,37580.13,18191.65,0.064,Positive,14,-0.078,Profit
2023-06,Aave,AAVE,35157.21,42119.54,33060.31,39723.73,18556333301,6.81,0.1299,0.1221,0.3225,37737.55,35751.36,33765.17,48,-4.56,0.261,0.57,-1.184,39723.73,18191.65,0,Positive,14,0.079,Profit
2023-07,Aave,AAVE,39723.73,53745.89,37778.76,50610.2,4090962197,4.66,0.2741,0.2422,0.5965,48079.69,45549.18,43018.67,63,-0.897,-2.734,0.59,-1.782,50610.2,18191.65,0,Positive,25,-0.027,Profit
2023-08,Aave,AAVE,50610.2,60399.79,47053.92,55983.64,33007357723,4.99,0.1062,0.1009,0.7027,53184.46,50385.28,47586.1,50,-1.91,-2.146,0.71,-2.077,55983.64,18191.65,0,Negative,18,0.002,Profit
2023-09,Aave,AAVE,55983.64,71182.78,52873.91,68945.11,46077632327,1.20,0.2315,0.2083,0.9342,65497.86,62050.6,58603.35,53,-0.596,-0.428,0.54,-2.79,68945.11,18191.65,0,Positive,25,-0.022,Profit
2023-10,Aave,AAVE,68945.11,81208.02,64392.55,75316.26,15504483795,1.41,0.0924,0.0884,1.0266,71550.45,67784.63,64018.82,68,-2.644,-1.321,0.52,-3.14,75316.26,18191.65,0,Positive,21,-0.066,Profit
2023-11,Aave,AAVE,75316.26,81988.59,71629.81,74380.76,48695088591,2.54,-0.0124,-0.0125,1.0142,70661.72,66942.68,63223.64,52,-0.353,1.435,0.27,-3.089,75316.26,18191.65,0.012,Negative,10,0.042,Loss
2023-12,Aave,AAVE,74380.76,82824.33,69992.2,78974.63,42351941921,3.46,0.0618,0.0599,1.076,75025.9,71077.17,67128.44,31,-1.035,0.378,0.28,-3.341,78974.63,18191.65,0,Positive,12,0.005,Profit
